"Name","Team","G","PA","H","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","Fld","BsR","WAR","playerid"
"Mo Vaughn","- - -","1172","5118","1320","282","712","874","21","11.2 %","23.2 %",".242",".348",".299",".388",".540",".394","132","-29.9","-2.6","29.4","899"
"Victor Martinez","- - -","1149","4819","1298","143","585","741","4","9.5 %","11.1 %",".166",".316",".303",".370",".469",".361","121","-18.5","-27.3","29.0","393"
"Rich Aurilia","- - -","1639","6278","1576","186","745","756","23","7.2 %","13.7 %",".158",".294",".275",".328",".433",".330","98","40.8","-4.0","29.0","1106"
"Tino Martinez","- - -","1714","6864","1661","302","892","1131","25","9.8 %","13.2 %",".207",".276",".274",".348",".481",".354","113","40.9","-8.4","29.0","1168"
"Orlando Cabrera","- - -","1976","8255","2055","123","985","854","216","6.2 %","9.0 %",".118",".285",".272",".317",".390",".312","84","37.7","25.0","29.0","766"
"Paul Konerko","- - -","2002","8193","2035","397","1045","1268","9","9.9 %","14.5 %",".218",".287",".282",".359",".500",".367","121","-24.9","-50.3","28.6","242"
"Melvin Mora","- - -","1510","6158","1503","171","794","754","93","8.4 %","15.5 %",".154",".306",".277",".350",".431",".341","106","6.6","-3.0","28.5","157"
"Mark Grace","- - -","1331","5414","1412","113","723","693","21","12.2 %","7.1 %",".152",".307",".303",".388",".455",".367","118","51.8","-3.4","28.1","56"
"Adrian Gonzalez","- - -","1025","4384","1123","196","600","649","2","11.2 %","17.9 %",".220",".322",".293",".375",".513",".375","135","17.3","-18.9","27.8","1908"
"Kevin Youkilis","Red Sox","918","3839","932","129","573","553","26","12.6 %","18.1 %",".202",".328",".288",".390",".490",".382","130","27.0","3.6","27.8","1935"
"Charles Johnson","- - -","1180","4386","940","167","465","570","6","10.8 %","22.7 %",".188",".286",".245",".330",".433",".331","96","72.0","-2.7","27.6","523"
"Raul Mondesi","- - -","1482","6278","1564","267","896","850","225","7.5 %","17.7 %",".212",".296",".273",".331",".485",".349","113","10.9","3.2","27.5","1314"
"Geoff Jenkins","- - -","1346","5254","1293","221","688","733","32","8.0 %","22.6 %",".215",".322",".275",".344",".490",".354","110","71.2","-10.3","27.4","690"
"Evan Longoria","Rays","571","2448","583","114","346","405","34","11.2 %","19.7 %",".240",".302",".275",".361",".515",".374","135","54.1","10.0","27.3","9368"
"Ramon Hernandez","- - -","1455","5475","1303","163","563","729","8","7.6 %","12.7 %",".155",".279",".266",".330",".421",".327","97","19.7","-21.4","27.2","918"
"Brian McCann","Braves","889","3494","885","138","381","543","21","9.6 %","14.1 %",".200",".300",".286",".358",".486",".361","121","12.8","-28.3","27.0","4810"
"Corey Koskie","- - -","989","3950","936","124","516","506","71","11.6 %","20.1 %",".183",".323",".275",".367",".458",".357","113","66.2","-7.0","27.0","738"
"Mark Grudzielanek","- - -","1799","7603","2040","90","946","640","133","4.8 %","12.5 %",".104",".322",".289",".332",".393",".320","92","20.3","8.8","27.0","653"
"Juan Pierre","- - -","1753","7527","2024","16","981","486","556","5.7 %","5.7 %",".066",".313",".296",".345",".362",".321","89","44.2","47.9","26.8","443"
"Carlos Guillen","- - -","1299","5277","1331","124","733","660","74","9.7 %","15.2 %",".158",".319",".285",".355",".443",".345","110","-20.5","9.4","26.7","1079"
"Cliff Floyd","- - -","1596","6032","1472","232","821","863","148","10.0 %","17.5 %",".205",".306",".278",".359",".483",".362","120","-33.8","-3.7","26.7","518"
"John Valentin","- - -","901","3760","912","108","543","467","43","10.5 %","11.4 %",".178",".291",".279",".362",".457",".358","109","57.7","1.3","26.4","1375"
"Ellis Burks","- - -","1125","4508","1185","242","738","745","82","10.7 %","17.6 %",".256",".321",".301",".379",".557",".399","133","-32.9","0.8","26.4","372"
"Jeromy Burnitz","- - -","1594","6274","1383","302","868","943","71","11.2 %","20.9 %",".228",".279",".254",".345",".482",".352","109","14.4","5.0","26.3","867"
"Dustin Pedroia","Red Sox","723","3239","873","77","486","347","83","9.4 %","8.5 %",".159",".314",".305",".374",".465",".369","123","40.1","-1.1","26.2","8370"
"Vernon Wells","- - -","1529","6522","1646","250","854","883","99","6.5 %","13.1 %",".195",".282",".274",".322",".469",".341","105","-34.0","6.5","26.2","1326"
"Rondell White","- - -","1448","5769","1500","196","747","753","93","6.1 %","15.8 %",".179",".309",".284",".337",".463",".346","107","39.8","1.9","26.1","856"
"Matt Williams","- - -","1034","4354","1122","219","599","732","28","6.9 %","16.7 %",".224",".293",".281",".333",".505",".355","111","42.8","-1.5","26.1","77"
"Jayson Werth","- - -","934","3630","826","140","505","469","96","12.1 %","24.7 %",".199",".326",".265",".361",".464",".363","122","45.4","10.7","26.1","1327"
"David Justice","- - -","1053","4332","1044","194","611","657","27","14.2 %","14.8 %",".218",".296",".284",".385",".503",".381","128","24.7","-1.9","26.0","923"
"Juan Gonzalez","- - -","1203","5178","1439","313","784","1056","18","6.5 %","17.0 %",".267",".311",".304",".350",".571",".385","127","-30.6","-2.3","26.0","1251"
"Aaron Rowand","- - -","1339","4817","1193","136","613","536","67","5.4 %","19.0 %",".163",".316",".273",".330",".435",".333","99","57.1","15.6","26.0","254"
"Paul O'Neill","Yankees","1113","4821","1271","165","649","783","78","11.2 %","13.3 %",".188",".319",".302",".378",".491",".375","125","-24.0","","25.7","1009818"
"Fred McGriff","- - -","1425","5938","1489","265","727","934","34","11.4 %","17.5 %",".207",".311",".287",".368",".494",".370","122","-21.5","-2.9","25.6","293"
"Bill Mueller","- - -","1204","4886","1229","85","663","493","20","11.1 %","11.7 %",".134",".316",".291",".373",".425",".351","112","11.0","-14.9","25.6","295"
"Jason Varitek","Red Sox","1536","5839","1307","193","664","757","25","10.5 %","20.8 %",".179",".298",".256",".341",".435",".336","99","-21.5","-21.9","25.5","217"
"Garret Anderson","- - -","2225","9177","2529","287","1084","1365","80","4.7 %","13.3 %",".168",".311",".293",".324",".461",".333","99","28.2","-5.6","25.5","2"
"Ryan Braun","Brewers","737","3213","908","162","510","535","98","7.7 %","17.6 %",".250",".339",".312",".371",".562",".402","150","-53.2","13.9","25.4","3410"
"Ian Kinsler","Rangers","782","3487","837","128","568","402","137","10.2 %","12.1 %",".197",".281",".276",".356",".472",".365","120","5.6","19.9","25.2","6195"
"Ken Caminiti","- - -","920","3793","929","182","548","613","53","12.4 %","17.7 %",".232",".305",".286",".375",".517",".380","133","-37.0","","25.1","1001863"
"Troy Tulowitzki","Rockies","705","3011","779","123","445","448","51","9.6 %","16.1 %",".213",".316",".293",".364",".505",".372","119","28.8","3.4","24.9","3531"
"Mark Kotsay","- - -","1713","6783","1717","124","773","694","98","7.8 %","10.6 %",".132",".297",".278",".335",".410",".324","96","55.7","-5.0","24.9","1042"
"Brady Anderson","- - -","1131","5051","1108","166","736","527","185","12.8 %","15.5 %",".190",".284",".262",".372",".452",".366","118","-43.5","0.0","24.7","364"
"Robinson Cano","Yankees","1061","4451","1271","144","617","622","28","5.1 %","11.5 %",".187",".320",".307",".347",".494",".358","118","-38.6","6.6","24.7","3269"
"Bret Boone","- - -","1664","6996","1682","236","881","968","91","7.6 %","17.3 %",".177",".295",".268",".328",".444",".333","101","-29.4","-1.9","24.5","1067"
"Adam Dunn","- - -","1577","6591","1317","366","904","925","59","16.2 %","27.6 %",".259",".292",".243",".374",".502",".374","126","-127.2","-10.0","24.3","319"
"Shane Victorino","- - -","930","3663","917","80","549","356","166","7.8 %","11.6 %",".159",".300",".279",".345",".438",".348","110","35.2","17.4","24.3","1677"
"Orlando Hudson","- - -","1267","5162","1269","90","628","516","79","9.0 %","15.1 %",".139",".313",".276",".344",".416",".333","100","14.2","20.2","24.3","1307"
"Jason Bay","- - -","1148","4838","1131","204","689","717","87","12.3 %","22.9 %",".219",".323",".274",".368",".493",".372","126","-60.9","4.5","24.1","1717"
"Coco Crisp","- - -","1052","4398","1087","75","585","421","219","7.5 %","13.0 %",".129",".302",".274",".329",".404",".326","98","67.1","26.5","23.9","1572"
"Mark Ellis","- - -","1134","4618","1094","92","576","461","70","7.8 %","13.5 %",".131",".291",".265",".331",".396",".321","95","60.8","20.1","23.8","1443"
"Prince Fielder","- - -","1006","4244","1006","232","577","660","16","13.4 %","18.5 %",".257",".300",".283",".390",".540",".391","141","-36.1","-28.6","23.8","4613"
"Richard Hidalgo","- - -","975","3929","929","171","531","560","48","9.1 %","18.8 %",".221",".292",".269",".345",".490",".355","110","66.8","-3.9","23.7","561"
"Vinny Castilla","- - -","1726","7003","1793","311","864","1074","31","5.8 %","14.5 %",".203",".285",".277",".323",".481",".340","91","38.8","1.0","23.5","84"
"Joey Votto","Reds","626","2628","705","120","374","405","36","13.0 %","18.5 %",".236",".352",".313",".405",".549",".407","151","15.5","-5.2","23.1","4314"
"Casey Blake","- - -","1259","5091","1186","167","644","616","36","8.7 %","20.4 %",".178",".305",".264",".336",".442",".334","104","10.7","12.8","23.1","719"
"Jay Bell","- - -","1231","5027","1149","147","672","570","37","11.0 %","17.4 %",".171",".297",".264",".349",".435",".343","101","8.2","0.9","23.1","48"
"Ryan Howard","Phillies","1027","4409","1043","286","633","864","12","12.2 %","27.4 %",".285",".324",".275",".368",".560",".385","134","-20.1","-28.7","23.1","2154"
"Brandon Phillips","- - -","1046","4383","1090","130","569","524","139","6.0 %","14.4 %",".161",".292",".272",".322",".433",".328","96","55.2","15.3","23.0","791"
"B.J. Surhoff","- - -","1359","5418","1430","149","682","724","46","7.4 %","10.6 %",".158",".301",".290",".343",".448",".341","103","65.6","-2.0","23.0","117"
"Shannon Stewart","- - -","1374","6205","1653","115","853","580","196","8.1 %","11.0 %",".133",".320",".297",".360",".430",".349","108","2.2","2.7","22.9","1322"
"Chone Figgins","- - -","1188","5135","1266","33","686","395","334","9.9 %","15.2 %",".087",".330",".280",".352",".368",".326","98","-2.0","41.0","22.9","1580"
"Trot Nixon","- - -","1083","4224","995","137","579","555","30","11.9 %","16.3 %",".190",".301",".274",".364",".464",".359","114","45.5","-4.1","22.6","204"
"Mike Sweeney","- - -","1447","5848","1540","215","759","909","53","8.9 %","10.5 %",".189",".300",".297",".366",".486",".366","117","-7.6","-3.2","22.5","634"
"Mark Loretta","- - -","1701","6558","1713","76","768","629","47","8.5 %","9.2 %",".100",".315",".295",".360",".395",".334","100","-19.5","-13.6","22.5","1383"
"Jeff Conine","- - -","1813","7003","1780","202","782","981","52","8.7 %","14.4 %",".163",".307",".285",".347",".448",".344","107","8.1","-2.8","22.4","131"
"Nick Swisher","- - -","1069","4428","947","187","612","589","10","13.5 %","21.2 %",".213",".287",".253",".360",".467",".357","118","12.6","-0.1","22.4","4599"
"David DeJesus","- - -","1016","4341","1086","71","569","436","51","8.4 %","13.4 %",".136",".317",".284",".357",".420",".339","104","36.9","16.9","22.1","1825"
"Mike Lieberthal","- - -","1206","4695","1155","150","534","610","8","7.1 %","12.2 %",".172",".284",".274",".337",".446",".338","100","-13.0","-16.1","22.0","959"
"Eric Young","- - -","1535","6287","1565","75","905","490","417","9.4 %","6.6 %",".111",".295",".285",".360",".396",".342","98","-4.7","7.4","22.0","716"
"Dan Uggla","- - -","945","4078","918","190","592","551","20","10.5 %","22.6 %",".222",".294",".258",".342",".480",".354","115","-34.1","9.5","22.0","3442"
"Joe Randa","- - -","1511","6007","1543","123","697","739","42","7.2 %","12.3 %",".141",".306",".284",".339",".426",".333","94","36.1","-1.0","22.0","623"
"Pat Burrell","- - -","1640","6520","1393","292","767","976","7","14.3 %","24.0 %",".219",".297",".253",".361",".472",".360","117","-61.8","-31.6","21.9","949"
"Josh Hamilton","- - -","598","2553","712","121","377","429","36","8.0 %","18.2 %",".236",".339",".310",".366",".545",".388","135","4.5","13.4","21.5","1875"
"Travis Hafner","- - -","1040","4243","1008","190","567","664","9","12.7 %","20.2 %",".230",".317",".280",".383",".510",".380","134","-4.1","-13.7","21.4","1573"
"Raul Ibanez","- - -","1788","7099","1794","253","930","1060","46","8.5 %","15.8 %",".191",".303",".280",".342",".471",".347","111","-48.1","-0.1","21.4","607"
"Russell Martin","- - -","800","3218","741","72","407","366","75","11.7 %","14.2 %",".130",".295",".266",".359",".397",".335","103","12.5","3.5","21.0","4616"
"Craig Counsell","- - -","1609","5488","1208","42","647","390","103","10.7 %","12.1 %",".089",".286",".255",".342",".344",".308","82","96.0","4.6","21.0","52"
"Cal Ripken","Orioles","1039","4358","1097","134","517","591","3","7.2 %","10.3 %",".157",".281",".276",".330",".434",".332","96","42.0","","20.9","1010978"
"Jose Cruz","- - -","1380","5448","1167","204","713","624","113","12.1 %","21.1 %",".198",".282",".247",".337",".445",".340","102","16.8","0.0","20.8","1296"
